stat_date,parking_lot,total_revenue,temp_revenue,monthly_revenue,entry_count,payment_failure_rate,abnormal_open_count,free_release_count,occupancy_rate
2025-04-07,厦门国金广场,0.0,0.0,0.0,2,0.0,0,0,0.0035
2025-04-07,厦门软件园三期A区A01、A06,1950.0,1950.0,0.0,1258,0.0,0,238,0.4501
2025-04-08,厦门软件园三期A区A01、A06,1880.0,1880.0,0.0,1270,0.0,0,223,0.402
2025-04-09,厦门软件园三期A区A01、A06,1654.0,1654.0,0.0,1143,0.0,0,211,0.3782
2025-04-10,厦门国金广场,0.0,0.0,0.0,1,0.0,0,0,0.0017
2025-04-10,厦门软件园三期A区A01、A06,2038.0,2038.0,0.0,1255,0.0,0,261,0.4074
2025-04-11,厦门软件园三期A区A01、A06,1894.0,1894.0,0.0,1182,0.0,0,221,0.3748
2025-04-12,厦门软件园三期A区A01、A06,1202.0,1202.0,0.0,538,0.0,0,133,0.1435
2025-04-13,厦门软件园三期A区A01、A06,961.0,961.0,0.0,335,0.0,0,64,0.1098
2025-04-14,厦门软件园三期A区A01、A06,1840.0,1840.0,0.0,1211,0.0,0,212,0.4109
2025-04-15,厦门软件园三期A区A01、A06,1616.0,1616.0,0.0,1138,0.0,0,210,0.3967
2025-04-16,厦门软件园三期A区A01、A06,1757.0,1757.0,0.0,1208,0.0,0,236,0.4105
2025-04-17,厦门中航城C07,0.0,0.0,0.0,2,0.0,0,0,0.004
2025-04-17,厦门软件园三期A区A01、A06,1988.0,1988.0,0.0,1171,0.0,0,224,0.3872
2025-04-18,厦门软件园三期A区A01、A06,2032.0,2032.0,0.0,1170,0.0,0,237,0.3704
2025-04-19,厦门软件园三期A区A01、A06,1536.0,1536.0,0.0,675,0.0,0,151,0.1757
2025-04-20,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,1,0.002
2025-04-20,厦门软件园三期A区A01、A06,978.0,978.0,0.0,375,0.0,0,107,0.1078
2025-04-21,厦门软件园三期A区A01、A06,2158.0,2158.0,0.0,1253,0.0,0,253,0.4371
2025-04-22,厦门软件园三期A区A01、A06,1818.0,1818.0,0.0,1182,0.0,0,222,0.3943
2025-04-23,厦门软件园三期A区A01、A06,1912.0,1912.0,0.0,1164,0.0,0,209,0.3716
2025-04-24,厦门软件园三期A区A01、A06,1930.0,1930.0,0.0,1206,0.0,0,232,0.3952
2025-04-25,厦门软件园三期A区A01、A06,1823.0,1823.0,0.0,1274,0.0,0,264,0.3839
2025-04-26,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,1,0.002
2025-04-26,厦门软件园三期A区A01、A06,956.0,956.0,0.0,500,0.0,0,135,0.1341
2025-04-27,厦门软件园三期A区A01、A06,1666.0,1666.0,0.0,1047,0.0,0,197,0.3437
2025-04-28,厦门软件园三期A区A01、A06,2156.0,2156.0,0.0,1278,0.0,0,263,0.399
2025-04-29,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,1,0.002
2025-04-29,厦门软件园三期A区A01、A06,1824.0,1824.0,0.0,1174,0.0,0,232,0.3715
2025-04-30,厦门国金广场,0.0,0.0,0.0,1,0.0,0,0,0.0017
2025-04-30,厦门软件园三期A区A01、A06,1837.0,1837.0,0.0,1138,0.0,0,251,0.2931
2025-05-01,厦门国金广场,0.0,0.0,0.0,1,0.0,0,0,0.0017
2025-05-04,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-05,厦门中航城C07,0.0,0.0,0.0,2,0.0,0,1,0.004
2025-05-05,厦门国金广场,0.0,0.0,0.0,1,0.0,0,0,0.0017
2025-05-08,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-10,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-12,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-13,厦门中航城C07,0.0,0.0,0.0,2,0.0,0,0,0.004
2025-05-15,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-15,厦门国金广场,0.0,0.0,0.0,1,0.0,0,1,0.0017
2025-05-17,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-18,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-18,厦门国金广场,0.0,0.0,0.0,1,0.0,0,0,0.0017
2025-05-19,厦门中航城C07,0.0,0.0,0.0,2,0.0,0,0,0.004
2025-05-20,厦门中航城C07,0.0,0.0,0.0,1,0.0,0,0,0.002
2025-05-21,厦门国金广场,0.0,0.0,0.0,2,0.0,0,1,0.0035
2025-05-22,厦门中航城C07,0.0,0.0,0.0,2,0.0,0,0,0.004
2025-05-22,厦门国金广场,0.0,0.0,0.0,1,0.0,0,0,0.0017
2025-05-23,厦门中航城C07,0.0,0.0,0.0,4,0.0,0,0,0.008
